Beseda;Pomen_ID;Razlaga;Originalni_Zgled;Poved
a;12;"za navezovanje na prej povedano; in, pa:";sin je šel z doma, a hči se je omožila v sosednjo vas;Stari kovač je zjutraj zapustil delavnico, a mlada učiteljica se je do večera že preselila v hišo poleg njihovega dvorišča.
a;12;"za navezovanje na prej povedano; in, pa:";sin je šel z doma, a hči se je omožila v sosednjo vas;Moj stric je včeraj odšel na kmetijo, a sestrična se je takoj po tem napotila v dom za starejše v sosednji vas.
a;12;"za navezovanje na prej povedano; in, pa:";sin je šel z doma, a hči se je omožila v sosednjo vas;Matej je po opravku zapustil mestno tržnico, a njegova sestra se je v istem trenutku vpisala na plesni tečaj v vasi za nekaj kilometrov dalje.
a;12;"za navezovanje na prej povedano; in, pa:";sin je šel z doma, a hči se je omožila v sosednjo vas;Gospod Novak je v ponedeljek zapustil svoj stanovanjski blok, a njegova hči se je istega dne prijavila na tekmovanje v literaturi v bližnji vasici.
a;12;"za navezovanje na prej povedano; in, pa:";sin je šel z doma, a hči se je omožila v sosednjo vas;Luka je po službenem sestanku odšel domov, a njegova partnerka se je takrat že odpravila na obisk pri babici v sosednji vas.
a;12;"za navezovanje na prej povedano; in, pa:";sin je šel z doma, a hči se je omožila v sosednjo vas;Moj oče je po dopustu zapustil obalo, a sestra se je v tem trenutku odločila, da bo začela študirati na univerzi v bližnjem mestu.
a;12;"za navezovanje na prej povedano; in, pa:";sin je šel z doma, a hči se je omožila v sosednjo vas;Jana je po končani predstavitvi odšla iz gledališča, a njena sestra se je v istem trenutku vpisala v tekmovalno jadranje v sosednji vasi.
a;12;"za navezovanje na prej povedano; in, pa:";sin je šel z doma, a hči se je omožila v sosednjo vas;Tomaž je po koncu gradbenega projekta odšel v počitnice, a njegova žena se je vmes odločila, da bo odprla novo pekarno v bližnji vas.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Nevesta se je sramežljivo nasmehnila, a rdečica ji je zalivala lice s toplim soncem.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Mlada poročni par je tiho šepetal, a rožnata luč je nežno osvetljevala njune obraze.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Jana je ob obljubi nežno zasmejala, a bleščeča sveča je osvetlila njeno rožo na licu.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Poročna slavnost je bila tiha, a barvita luč je nežno poudarila njeno srčno nasmejano podobo.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Mlada je bila v zadnjem trenutku sramežljiva, a rožnata svetloba je razširila toplino po njenem obrazu.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Njena krila so šepetala, a rdečica je nežno obrisala solze s čela.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Ob obljubi je bila tiha, a barvita luč je osvetlila njeno čudovito nasmejano lice.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Poročna dvorana je bila tiha, a rožnata svetloba je nežno polnila njeno obrazno črto.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Mlada se je sramežljivo nasmehnila, a rdečica je nežno segla po njenem obrazu, da ga osvetli.
a;12;"za navezovanje na prej povedano; in, pa:";nevesta se sramežljivo smehlja, a rdečica ji zaliva lice;Mlada umetnica je z navdušenjem predstavila svoje delo, a občinstvo je ostalo tiho, saj so jo prevzeli občutki.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;To more ugotoviti lahko le specialist, a tudi on se spopada z zahtevnostjo.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;Samo psiholog razloži takšno vedenje, a tudi on prizna, da je to težko.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;Da bi razjasnili vzrok, je potreben le kar, a še on se mu težko loteva.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;Samo ortoped lahko določi poškodbo, a tudi on prizna, da je diagnoza zapletena.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;To večino simptomov razloži dermatolog, a tudi ona se sooča z izzivi pri potrditvi.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;Samo oftalmolog razume to težavo, a tudi ona prizna, da je pregled zahteven.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;Da bi našli vzrok, je potreben kardiolog, a tudi on se spopada z nejasnostmi.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;Samo nevrolog lahko pojasni te simptome, a tudi ona prizna, da je raziskava zahtevna.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;To večino vprašanj razreši gastroenterolog, a tudi on prizna, da je zdravljenje zapleteno.
a;13;za omejevanje:;to more ugotoviti samo zdravnik, a še ta težko;Samo pediater razume otrokove težave, a tudi on se sooča z izzivi pri postavitvi diagnoze.
a;13;za omejevanje:;bral je, a samo kriminalke;Bral je, a samo kriminalke, zato je bil napetost v knjigi neprestano visoka.
a;13;za omejevanje:;bral je, a samo kriminalke;Gledal je filme, a le kriminalke, ker jih je vedno bolj privlačila napeta zgodba.
a;13;za omejevanje:;bral je, a samo kriminalke;Poslušal je radijske oddaje, a samo kriminalke, ker je rad razmišljal o zapletenih primerih.
a;13;za omejevanje:;bral je, a samo kriminalke;Obiskal je knjižnico, a izključno kriminalke, ker jih je fasciniralo razkrivanje skrivnosti.
a;13;za omejevanje:;bral je, a samo kriminalke;Prebiral je revije, a le kriminalke, ker je želel ostati v koraku z najnovejšimi primeri.
a;13;za omejevanje:;bral je, a samo kriminalke;Spremljal je serije, a samo kriminalke, ker je rad analiziral motive zločincev.
a;13;za omejevanje:;bral je, a samo kriminalke;Bral je spletne dnevnike, a le kriminalke, ker ga je zanimalo, kako se razrešujejo zapletene zadeve.
a;13;za omejevanje:;bral je, a samo kriminalke;Videl je dokumentarce, a izključno kriminalke, ker je rad spoznal resnične preiskave.
a;13;za omejevanje:;bral je, a samo kriminalke;Vživljal je v igrah, a le kriminalke, ker je rad reševal uganke in zasledoval storilce.
a;13;za omejevanje:;bral je, a samo kriminalke;Slušal je podaste, a samo kriminalke, ker je rad slišal podrobnosti o pravnih primerih.
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;Razmišljal sem o tem, a vrnimo se k stvari!
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;Misel je bila zapletena, a dopustimo možnost, da se motimo.
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;Čeprav sem bil utrujen, a vrnimo se k stvari, da ne zapostavimo naloge.
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;On je že dolgo čakal, a dopustimo možnost, da se motimo, preden nadaljujemo.
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;Čeprav je bila razprava vroča, a vrnimo se k stvari, da najdemo skupno točko.
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;Smo skoraj prepričani, a dopustimo možnost, da se motimo, in poglejmo še druge pristope.
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;Včeraj smo se pogovarjali o projektu, a vrnimo se k stvari, ker je rok že blizu.
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;Kadar se pojavijo dvomi, a dopustimo možnost, da se motimo, je pomembno ostati miren.
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;Njen glas je bil tiho prekinjen, a vrnimo se k stvari, da dokončamo pogovor.
a;14;za opozoritev na prehod k drugi misli:;A vrnimo se k stvari! A dopustimo možnost, da se motimo;Ko sem prebral članek, a dopustimo možnost, da se motimo, sem spoznal, da je potrebno več raziskav.
agencija;15;obveščevalni, poročevalski urad:;agencija poroča;Jutri je agencija poročala o nepričakovanem napadu na informacijski sistem.
agencija;15;obveščevalni, poročevalski urad:;agencija poroča;Včeraj je vodja agencije poročal, da so zbrali dovolj dokazov za aretacijo.
agencija;15;obveščevalni, poročevalski urad:;agencija poroča;Agencija bo naslednji teden poročala o rezultatih svojega operativnega pregleda.
agencija;15;obveščevalni, poročevalski urad:;agencija poroča;Policijski predstavnik je omenil, da agencija redno poroča o varnostnih tveganjih državi.
agencija;15;obveščevalni, poročevalski urad:;agencija poroča;Ko so mediji zahtevali pojasnila, je agencija končno poročala o svojih ugotovitvah.
agencija;15;obveščevalni, poročevalski urad:;časopisna, telegrafska, tiskovna agencija;Starejša urednica je zaposlila časopisno agencijo, ki je specializirana za politične novice.
agencija;15;obveščevalni, poročevalski urad:;časopisna, telegrafska, tiskovna agencija;Telegrafska agencija je v nekaj sekundah prenesla sporočilo o naravnem katastrofalnem dogodku.
agencija;15;obveščevalni, poročevalski urad:;časopisna, telegrafska, tiskovna agencija;Tiskovna agencija je pripravila podrobno mapo o gospodarskih trendih za podjetja.
agencija;15;obveščevalni, poročevalski urad:;časopisna, telegrafska, tiskovna agencija;Na konferenci je direktor časopisne agencije poudaril pomen hitrega in natančnega poročanja.
agencija;15;obveščevalni, poročevalski urad:;časopisna, telegrafska, tiskovna agencija;V času vojne je telegrafska agencija delovala kot glavni vir hitrih informacij za vojake na fronti.
agencija;15;obveščevalni, poročevalski urad:;agencija Tanjug;Agencija Tanjug je včeraj objavila izključen intervju z vodjo opozicijske stranke.
agencija;15;obveščevalni, poročevalski urad:;agencija Tanjug;Ko se je zgodil požar v mestu, je agencija Tanjug takoj posredovala pravočasne novice na vseh kanalih.
agencija;15;obveščevalni, poročevalski urad:;agencija Tanjug;Urednik je za novinarski projekt izbral arhivske materiale iz zbirke agencije Tanjug.
agencija;15;obveščevalni, poročevalski urad:;agencija Tanjug;Mednarodni koledar dogodkov je sestavil strokovnjak iz agencije Tanjug, da bi zagotovil točnost datumov.
agencija;15;obveščevalni, poročevalski urad:;agencija Tanjug;Na letnem srečanju je direktor agencije Tanjug razkril načrte za širitev svojih poročil v nove pokrajine.
agencija;16;podjetje, ki opravlja posredniške posle:;pomorska, potovalna, turistična agencija;Naša pomorska, potovalna in turistična agencija strankam omogoča nepozabna doživetja po vsem svetu.
agencija;16;podjetje, ki opravlja posredniške posle:;pomorska, potovalna, turistična agencija;Naša pomorska, potovalna in turistična agencija že deset let organizira nepozabna potovanja po vsem svetu.
agencija;16;podjetje, ki opravlja posredniške posle:;pomorska, potovalna, turistična agencija;Naša pomorska, potovalna in turistična agencija že deset let uspešno povezuje popotnike z najlepšimi cilji po svetu.
agencija;16;podjetje, ki opravlja posredniške posle:;pomorska, potovalna, turistična agencija;Naša pomorska, potovalna in turistična agencija že deset let uspešno povezuje popotnike z nepozabnimi izkušnjami po vsem svetu.
agencija;16;podjetje, ki opravlja posredniške posle:;pomorska, potovalna, turistična agencija;Naša agencija, ki posreduje potovanja, organizira pomorske izlete, turistične pakete in druge potovalne storitve po vsem svetu.
agencija;16;podjetje, ki opravlja posredniške posle:;trgovska agencija;Trgovska agencija je specializirana za posredovanje pri prodaji mednarodnih izdelkov ter svojim strankam nudi strokovno svetovanje in učinkovito logistiko.
agencija;16;podjetje, ki opravlja posredniške posle:;trgovska agencija;Trgovska agencija je specializirano podjetje, ki svojim strankam omogoča učinkovito posredovanje pri nakupu in prodaji blaga na domačem in tujem trgu.
agencija;16;podjetje, ki opravlja posredniške posle:;trgovska agencija;Trgovska agencija je specializirano podjetje, ki svojim strankam omogoča učinkovito posredovanje blaga in storitev na mednarodnih trgih.
agencija;16;podjetje, ki opravlja posredniške posle:;trgovska agencija;Trgovska agencija je specializirano podjetje, ki posreduje med proizvajalci in končnimi kupci ter skrbi za organizacijo prodaje in distribucije blaga.
agencija;16;podjetje, ki opravlja posredniške posle:;trgovska agencija;Trgovska agencija je podjetje, ki posreduje med proizvajalci in kupci ter organizira prodajo blaga na trgu.
agencija;16;podjetje, ki opravlja posredniške posle:;mednarodna agencija za atomsko energijo;Naša agencija, ki deluje kot posrednik med proizvajalci in kupci, je nedavno sklenila pomembno mednarodno pogodbo za izmenjavo tehnoloških znanj.
agencija;16;podjetje, ki opravlja posredniške posle:;mednarodna agencija za atomsko energijo;Naša agencija, ki povezuje proizvajalce in kupce, je nedavno sklenila več mednarodnih pogodb za distribucijo obnovljivih virov energije.
agencija;16;podjetje, ki opravlja posredniške posle:;mednarodna agencija za atomsko energijo;Naša mednarodna agencija za atomsko energijo že deset let uspešno posreduje med državami pri razvoju jedrskih projektov.
agencija;16;podjetje, ki opravlja posredniške posle:;mednarodna agencija za atomsko energijo;Mednarodna agencija za jedrsko energijo je specializirano podjetje, ki svojim strankam nudi strokovno posredovanje pri razvoju, upravljanju in nadzoru jedrskih projektov po vsem svetu.
agencija;16;podjetje, ki opravlja posredniške posle:;mednarodna agencija za atomsko energijo;Mednarodna agencija za jedrsko energijo je organizacija, ki povezuje države pri razvoju in nadzoru jedrskih projektov ter zagotavlja strokovno svetovanje in koordinacijo med vladnimi institucijami.
agencija;16;podjetje, ki opravlja posredniške posle:;avtorska agencija;Avtorska agencija, ki jo vodi Marko Kovač, upravlja avtorske pravice več kot sto slovenskih pisateljev.
agencija;16;podjetje, ki opravlja posredniške posle:;avtorska agencija;Ko je moj brat izdal svoj prvi roman, je sklenil pogodbo z avtorsko agencijo.
agencija;16;podjetje, ki opravlja posredniške posle:;avtorska agencija;Včeraj je avtorska agencija prejela zahtevo za licenciranje glasbe v mednarodni kampanji.
agencija;16;podjetje, ki opravlja posredniške posle:;avtorska agencija;Naša avtorska agencija ponuja tudi svetovanje pri digitalni distribuciji vsebin.
agencija;16;podjetje, ki opravlja posredniške posle:;avtorska agencija;Po koncu leta je avtorska agencija razglasila nagrado za najbolj inovativno avtorsko pogodbo.
aktiven;17;delaven, prizadeven:;odbor je bil premalo aktiven;Odbor je bil premalo aktiven, zato je projekt ostal brez potrebne podpore.
aktiven;17;delaven, prizadeven:;odbor je bil premalo aktiven;Odbor je deloval premalo energično, redko se je vključeval v pripravo projektov in zato njegovo delo ostajalo nezadostno aktivno.
aktiven;17;delaven, prizadeven:;odbor je bil premalo aktiven;Odbor je bil premalo aktiven, zato so pomembne odločitve pogosto odlašale.
aktiven;17;delaven, prizadeven:;odbor je bil premalo aktiven;Odbor je bil premalo aktiven, zato so ključne naloge ostale nedokončane.
aktiven;17;delaven, prizadeven:;odbor je bil premalo aktiven;Odbor je bil premalo aktiven, zato je potreboval dodatno spodbudo, da bi svoje zadolžitve izpolnil z večjim delom in prizadevanjem.
aktiven;17;delaven, prizadeven:;biti aktiven na več področjih;Marija je aktivna na več področjih: v športu, prostovoljstvu in umetnosti.
aktiven;17;delaven, prizadeven:;biti aktiven na več področjih;Naš direktor je znan po tem, da je aktiven na številnih strokovnih konferencah.
aktiven;17;delaven, prizadeven:;biti aktiven na več področjih;Študent je zelo aktiven na različnih študentskih projektih, od raziskav do organizacije dogodkov.
aktiven;17;delaven, prizadeven:;biti aktiven na več področjih;Aktivna v politiki in okolijski kampanji, je Ana prispevala k večji ozaveščenosti.
aktiven;17;delaven, prizadeven:;biti aktiven na več področjih;Podjetje je aktivno na trgu, v razvoju izdelkov ter v družbeni odgovornosti.
aktiven;17;delaven, prizadeven:;še vedno je aktiven kot organizator in predavatelj;Kljub upokojitvi je še vedno aktiven kot organizator konferenc in predavatelj na univerzi.
aktiven;17;delaven, prizadeven:;še vedno je aktiven kot organizator in predavatelj;Jože je še vedno zelo aktiven kot organizator delavnic in predavatelj na spletnih tečajih.
aktiven;17;delaven, prizadeven:;še vedno je aktiven kot organizator in predavatelj;Po desetletju v akademiji ostaja še vedno aktiven kot organizator seminarjev in predavatelj.
aktiven;17;delaven, prizadeven:;še vedno je aktiven kot organizator in predavatelj;Dr. Novak je še vedno aktiven kot organizator strokovnih srečanj in predavatelj na mednarodnih forumih.
aktiven;17;delaven, prizadeven:;še vedno je aktiven kot organizator in predavatelj;Tudi po rojstvu dveh otrok ostaja še vedno aktivna kot organizator kulturnih prireditev in predavatelja.
